,DATE,AIR_SYSTEM_DELAY,AIR_SYSTEM_DELAY_COST,INBOUND FLIGHTS,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,OUTBOUND FLIGHTS,GATE_REVENUE,SECURITY_DELAY_COST,AIRLINE_DELAY_REVENUE,PROFIT
187,7/7/2015,953.0,26969.9,1114.0,0.0,3060.0,1502.0,70.0,1110.0,5654550.899999999,0.0,129897.00000000001,5757477.999999999
188,7/8/2015,673.0,19045.9,1118.0,0.0,3390.0,2630.0,133.0,1120.0,5705492.8,0.0,143905.5,5830352.399999999
189,7/9/2015,504.0,14263.2,1134.0,0.0,2347.0,1246.0,0.0,1135.0,5781905.649999999,0.0,99630.15000000001,5867272.6
190,7/10/2015,754.0,21338.2,1138.0,0.0,3307.0,1711.0,0.0,1139.0,5802282.409999999,0.0,140382.15,5921326.359999999
191,7/11/2015,168.0,4754.400000000001,945.0,0.0,2037.0,1370.0,32.0,948.0,4829292.119999999,0.0,86470.65000000001,4911008.369999999
192,7/12/2015,408.0,11546.4,1097.0,0.0,3545.0,2130.0,291.0,1095.0,5578138.05,0.0,150485.25,5717076.899999999
193,7/13/2015,1783.0,50458.9,1134.0,0.0,4563.0,4905.0,336.0,1136.0,5786999.84,0.0,193699.35,5930240.289999999
194,7/14/2015,6155.0,174186.5,1083.0,0.0,7497.0,10895.0,8477.0,1108.0,5644362.52,0.0,318247.65,5788423.67
195,7/15/2015,1583.0,44798.9,1113.0,0.0,4829.0,3681.0,162.0,1121.0,5710586.989999999,0.0,204991.05000000002,5870779.139999999
196,7/16/2015,448.0,12678.4,1126.0,0.0,3190.0,1192.0,32.0,1128.0,5746246.319999999,0.0,135415.5,5868983.419999999
197,7/17/2015,454.0,12848.2,1139.0,0.0,2880.0,1536.0,0.0,1138.0,5797188.22,0.0,122256.00000000001,5906596.02
198,7/18/2015,5409.0,153074.7,918.0,0.0,7232.0,6465.0,2447.0,946.0,4819103.739999999,0.0,306998.4,4973027.4399999995
199,7/19/2015,1793.0,50741.9,1093.0,43.0,7085.0,4465.0,269.0,1090.0,5552667.1,2129.36,300758.25,5800554.089999999
200,7/20/2015,454.0,12848.2,1136.0,31.0,3769.0,2121.0,0.0,1138.0,5797188.22,1535.1200000000001,159994.05000000002,5942798.949999999
201,7/21/2015,2479.0,70155.7,1113.0,20.0,5326.0,4343.0,1434.0,1112.0,5664739.279999999,990.4000000000001,226088.7,5819681.879999999
202,7/22/2015,4706.0,133179.80000000002,1100.0,0.0,5728.0,5223.0,3081.0,1123.0,5720775.369999999,0.0,243153.6,5830749.169999999
203,7/23/2015,5325.0,150697.5,1107.0,0.0,7574.0,12316.0,871.0,1133.0,5771717.27,0.0,321516.30000000005,5942536.069999999
204,7/24/2015,1033.0,29233.9,1132.0,0.0,4153.0,2123.0,0.0,1132.0,5766623.079999999,0.0,176294.85,5913684.029999998
205,7/25/2015,592.0,16753.6,948.0,13.0,3049.0,1132.0,45.0,949.0,4834386.31,643.76,129430.05,4946419.0
206,7/26/2015,295.0,8348.5,1095.0,0.0,3612.0,1666.0,0.0,1097.0,5588326.43,0.0,153329.40000000002,5733307.33
207,7/27/2015,1769.0,50062.700000000004,1139.0,15.0,3613.0,1930.0,155.0,1139.0,5802282.409999999,742.8000000000001,153371.85,5904848.759999999
208,7/28/2015,2288.0,64750.4,1115.0,0.0,4767.0,3368.0,6.0,1114.0,5674927.659999999,0.0,202359.15000000002,5812536.409999999
209,7/29/2015,1693.0,47911.9,1115.0,18.0,3599.0,2003.0,0.0,1123.0,5720775.369999999,891.36,152777.55000000002,5824749.659999998
210,7/30/2015,2255.0,63816.5,1129.0,0.0,4274.0,4679.0,562.0,1129.0,5751340.51,0.0,181431.30000000002,5868955.31
211,7/31/2015,3489.0,98738.7,1080.0,0.0,5304.0,7661.0,4843.0,1131.0,5761528.89,0.0,225154.80000000002,5887944.989999999
212,8/1/2015,1375.0,38912.5,942.0,0.0,2718.0,2303.0,358.0,946.0,4819103.739999999,0.0,115379.1,4895570.339999999
213,8/2/2015,965.0,27309.5,1091.0,0.0,3650.0,1193.0,10.0,1088.0,5542478.72,0.0,154942.5,5670111.72
214,8/3/2015,598.0,16923.4,1137.0,24.0,3441.0,2284.0,188.0,1140.0,5807376.6,1188.48,146070.45,5935335.169999999
215,8/4/2015,876.0,24790.8,1122.0,0.0,2338.0,926.0,0.0,1121.0,5710586.989999999,0.0,99248.1,5785044.289999999
216,8/5/2015,624.0,17659.2,1125.0,0.0,3997.0,1303.0,0.0,1127.0,5741152.13,0.0,169672.65000000002,5893165.58
217,8/6/2015,6111.0,172941.30000000002,1122.0,0.0,8304.0,9980.0,1419.0,1130.0,5756434.699999999,0.0,352504.80000000005,5935998.199999999
218,8/7/2015,1230.0,34809.0,1142.0,0.0,2713.0,1717.0,0.0,1143.0,5822659.17,0.0,115166.85,5903017.02
219,8/8/2015,359.0,10159.7,942.0,0.0,1995.0,1045.0,79.0,945.0,4814009.55,0.0,84687.75,4888537.6
220,8/9/2015,264.0,7471.200000000001,1101.0,0.0,3780.0,1251.0,0.0,1096.0,5583232.239999999,0.0,160461.0,5736222.039999999
221,8/10/2015,9411.0,266331.3,1090.0,0.0,8596.0,13718.0,7045.0,1132.0,5766623.079999999,0.0,364900.2,5865191.9799999995
222,8/11/2015,1333.0,37723.9,1118.0,7.0,5036.0,3253.0,154.0,1117.0,5690210.2299999995,346.64000000000004,213778.2,5865917.89
223,8/12/2015,402.0,11376.6,1122.0,0.0,2779.0,1111.0,0.0,1124.0,5725869.56,0.0,117968.55,5832461.51
224,8/13/2015,1477.0,41799.1,1139.0,55.0,4149.0,2228.0,66.0,1138.0,5797188.22,2723.6000000000004,176125.05000000002,5928790.57
225,8/14/2015,465.0,13159.5,1134.0,0.0,2820.0,1439.0,133.0,1138.0,5797188.22,0.0,119709.0,5903737.72
226,8/15/2015,3668.0,103804.40000000001,924.0,0.0,3293.0,2956.0,162.0,924.0,4707031.56,0.0,139787.85,4743015.009999999
227,8/16/2015,665.0,18819.5,1094.0,60.0,2553.0,1476.0,0.0,1095.0,5578138.05,2971.2000000000003,108374.85,5664722.199999999
228,8/17/2015,12168.0,344354.4,1108.0,0.0,5186.0,12625.0,6494.0,1130.0,5756434.699999999,0.0,220145.7,5632225.999999999
229,8/18/2015,9060.0,256398.0,1060.0,8.0,7698.0,12323.0,7689.0,1095.0,5578138.05,396.16,326780.10000000003,5648123.989999999
230,8/19/2015,5177.0,146509.1,1110.0,0.0,4999.0,6899.0,3975.0,1110.0,5654550.899999999,0.0,212207.55000000002,5720249.35
231,8/20/2015,3291.0,93135.3,1119.0,0.0,9118.0,6299.0,483.0,1123.0,5720775.369999999,0.0,387059.10000000003,6014699.169999999
232,8/21/2015,1028.0,29092.4,1129.0,0.0,3247.0,1754.0,0.0,1130.0,5756434.699999999,0.0,137835.15000000002,5865177.449999999
233,8/22/2015,272.0,7697.6,884.0,0.0,1738.0,339.0,76.0,883.0,4498169.77,0.0,73778.1,4564250.27
234,8/23/2015,9395.0,265878.5,1055.0,6.0,10950.0,18949.0,5227.0,1085.0,5527196.149999999,297.12,464827.50000000006,5725848.029999999
235,8/24/2015,742.0,20998.6,1134.0,0.0,2741.0,1319.0,186.0,1136.0,5786999.84,0.0,116355.45000000001,5882356.69
236,8/25/2015,356.0,10074.800000000001,1113.0,0.0,1908.0,815.0,0.0,1111.0,5659645.09,0.0,80994.6,5730564.89
237,8/26/2015,863.0,24422.9,1117.0,15.0,1967.0,963.0,93.0,1120.0,5705492.8,742.8000000000001,83499.15000000001,5763826.25
238,8/27/2015,875.0,24762.5,1130.0,0.0,1983.0,1054.0,0.0,1130.0,5756434.699999999,0.0,84178.35,5815850.549999999
239,8/28/2015,814.0,23036.2,1128.0,0.0,2823.0,1627.0,46.0,1131.0,5761528.89,0.0,119836.35,5858329.039999999
240,8/29/2015,721.0,20404.3,836.0,0.0,1010.0,580.0,0.0,836.0,4258742.84,0.0,42874.5,4281213.04
241,8/30/2015,1293.0,36591.9,1055.0,0.0,3090.0,1898.0,58.0,1057.0,5384558.829999999,0.0,131170.5,5479137.429999999
242,8/31/2015,924.0,26149.2,1135.0,36.0,2875.0,869.0,53.0,1128.0,5746246.319999999,1782.72,122043.75000000001,5840358.149999999
243,9/1/2015,375.0,10612.5,1104.0,0.0,1680.0,380.0,0.0,1104.0,5623985.76,0.0,71316.0,5684689.26
244,9/2/2015,1417.0,40101.1,1111.0,0.0,1429.0,572.0,40.0,1110.0,5654550.899999999,0.0,60661.05,5675110.85
245,9/3/2015,5532.0,156555.6,1084.0,12.0,4785.0,8624.0,3623.0,1112.0,5664739.279999999,594.24,203123.25,5710712.6899999995
246,9/4/2015,3410.0,96503.0,1114.0,0.0,5146.0,4692.0,551.0,1115.0,5680021.85,0.0,218447.7,5801966.55
247,9/5/2015,295.0,8348.5,779.0,0.0,1941.0,965.0,22.0,774.0,3942903.0599999996,0.0,82395.45000000001,4016950.01
248,9/6/2015,341.0,9650.3,843.0,0.0,1556.0,238.0,0.0,847.0,4314778.93,0.0,66052.2,4371180.83
249,9/7/2015,460.0,13018.0,1034.0,0.0,1877.0,676.0,0.0,1041.0,5303051.79,0.0,79678.65000000001,5369712.44
250,9/8/2015,690.0,19527.0,1044.0,0.0,1901.0,1796.0,131.0,1040.0,5297957.6,0.0,80697.45000000001,5359128.05
251,9/9/2015,598.0,16923.4,965.0,0.0,1326.0,1019.0,9.0,966.0,4920987.54,0.0,56288.700000000004,4960352.84
252,9/10/2015,8939.0,252973.7,992.0,0.0,4960.0,9985.0,13046.0,1026.0,5226638.9399999995,0.0,210552.0,5184217.239999999
253,9/11/2015,1286.0,36393.8,1041.0,0.0,2027.0,1871.0,0.0,1045.0,5323428.55,0.0,86046.15000000001,5373080.9
254,9/12/2015,921.0,26064.3,783.0,0.0,1374.0,537.0,27.0,776.0,3953091.4399999995,0.0,58326.3,3985353.4399999995
255,9/13/2015,480.0,13584.0,1068.0,0.0,1964.0,732.0,0.0,1074.0,5471160.06,0.0,83371.8,5540947.859999999
256,9/14/2015,380.0,10754.0,1111.0,0.0,2030.0,887.0,0.0,1112.0,5664739.279999999,0.0,86173.5,5740158.779999999
257,9/15/2015,327.0,9254.1,1101.0,31.0,1742.0,483.0,51.0,1099.0,5598514.81,1535.1200000000001,73947.90000000001,5661673.49
258,9/16/2015,338.0,9565.4,1106.0,0.0,2116.0,230.0,0.0,1107.0,5639268.329999999,0.0,89824.20000000001,5719527.129999999
259,9/17/2015,653.0,18479.9,1113.0,0.0,2291.0,947.0,0.0,1114.0,5674927.659999999,0.0,97252.95000000001,5753700.709999999
260,9/18/2015,722.0,20432.600000000002,1112.0,0.0,2294.0,1560.0,155.0,1110.0,5654550.899999999,0.0,97380.3,5731498.6
261,9/19/2015,768.0,21734.4,849.0,0.0,2068.0,1688.0,48.0,846.0,4309684.739999999,0.0,87786.6,4375736.939999999
262,9/20/2015,238.0,6735.400000000001,1075.0,0.0,2867.0,999.0,0.0,1080.0,5501725.199999999,0.0,121704.15000000001,5616693.949999999
263,9/21/2015,388.0,10980.4,1116.0,0.0,1655.0,1110.0,0.0,1114.0,5674927.659999999,0.0,70254.75,5734202.009999999
264,9/22/2015,720.0,20376.0,1101.0,0.0,1673.0,1045.0,0.0,1103.0,5618891.569999999,0.0,71018.85,5669534.419999999
265,9/23/2015,305.0,8631.5,1109.0,0.0,1399.0,571.0,0.0,1108.0,5644362.52,0.0,59387.55,5695118.569999999
266,9/24/2015,670.0,18961.0,1115.0,0.0,2149.0,789.0,0.0,1117.0,5690210.2299999995,0.0,91225.05,5762474.279999999
267,9/25/2015,1277.0,36139.1,1113.0,0.0,4252.0,1753.0,162.0,1111.0,5659645.09,0.0,180497.40000000002,5804003.390000001
268,9/26/2015,1554.0,43978.200000000004,852.0,0.0,1794.0,640.0,0.0,848.0,4319873.12,0.0,76155.3,4352050.22
269,9/27/2015,1422.0,40242.6,1071.0,0.0,2440.0,1115.0,0.0,1076.0,5481348.4399999995,0.0,103578.00000000001,5544683.84
270,9/28/2015,2080.0,58864.0,1115.0,9.0,2979.0,1961.0,13.0,1115.0,5680021.85,445.68,126458.55,5747170.72
271,9/29/2015,2550.0,72165.0,1099.0,0.0,2159.0,1633.0,48.0,1101.0,5608703.1899999995,0.0,91649.55,5628187.739999999
272,9/30/2015,794.0,22470.2,1102.0,0.0,2743.0,1065.0,18.0,1104.0,5623985.76,0.0,116440.35,5717955.909999999
273,10/1/2015,,,,,,,,,,,,
274,10/2/2015,,,,,,,,,,,,
275,10/3/2015,,,,,,,,,,,,
276,10/4/2015,,,,,,,,,,,,
277,10/5/2015,,,,,,,,,,,,
278,10/6/2015,,,,,,,,,,,,
279,10/7/2015,,,,,,,,,,,,
280,10/8/2015,,,,,,,,,,,,
281,10/9/2015,,,,,,,,,,,,
282,10/10/2015,,,,,,,,,,,,
283,10/11/2015,,,,,,,,,,,,
284,10/12/2015,,,,,,,,,,,,
285,10/13/2015,,,,,,,,,,,,
286,10/14/2015,,,,,,,,,,,,
287,10/15/2015,,,,,,,,,,,,
288,10/16/2015,,,,,,,,,,,,
289,10/17/2015,,,,,,,,,,,,
290,10/18/2015,,,,,,,,,,,,
291,10/19/2015,,,,,,,,,,,,
292,10/20/2015,,,,,,,,,,,,
293,10/21/2015,,,,,,,,,,,,
294,10/22/2015,,,,,,,,,,,,
295,10/23/2015,,,,,,,,,,,,
296,10/24/2015,,,,,,,,,,,,
297,10/25/2015,,,,,,,,,,,,
298,10/26/2015,,,,,,,,,,,,
299,10/27/2015,,,,,,,,,,,,
300,10/28/2015,,,,,,,,,,,,
301,10/29/2015,,,,,,,,,,,,
302,10/30/2015,,,,,,,,,,,,
303,10/31/2015,,,,,,,,,,,,
304,11/1/2015,1788.0,50600.4,1051.0,0.0,5558.0,3290.0,82.0,1060.0,5399841.399999999,0.0,235937.1,5585178.099999999
305,11/2/2015,2979.0,84305.7,1107.0,0.0,5752.0,4457.0,963.0,1105.0,5629079.949999999,0.0,244172.40000000002,5788946.649999999
306,11/3/2015,999.0,28271.7,1052.0,0.0,1986.0,1889.0,80.0,1051.0,5353993.6899999995,0.0,84305.70000000001,5410027.6899999995
307,11/4/2015,1162.0,32884.6,1095.0,0.0,2080.0,840.0,0.0,1098.0,5593420.619999999,0.0,88296.0,5648832.02
308,11/5/2015,4222.0,119482.6,1101.0,0.0,4352.0,3406.0,575.0,1103.0,5618891.569999999,0.0,184742.40000000002,5684151.37
309,11/6/2015,1440.0,40752.0,1098.0,0.0,4458.0,2227.0,156.0,1097.0,5588326.43,0.0,189242.1,5736816.529999999
310,11/7/2015,387.0,10952.1,824.0,0.0,1621.0,362.0,0.0,816.0,4156859.0399999996,0.0,68811.45000000001,4214718.39
311,11/8/2015,2683.0,75928.90000000001,1052.0,0.0,4194.0,1903.0,85.0,1061.0,5404935.59,0.0,178035.30000000002,5507041.989999999
312,11/9/2015,2714.0,76806.2,1104.0,32.0,3952.0,2925.0,415.0,1104.0,5623985.76,1584.64,167762.40000000002,5713357.32
313,11/10/2015,871.0,24649.3,1097.0,0.0,3361.0,915.0,0.0,1094.0,5573043.859999999,0.0,142674.45,5691069.01
314,11/11/2015,931.0,26347.3,1091.0,0.0,2391.0,1308.0,232.0,1095.0,5578138.05,0.0,101497.95000000001,5653288.7
315,11/12/2015,1364.0,38601.200000000004,1102.0,0.0,2681.0,1505.0,20.0,1101.0,5608703.1899999995,0.0,113808.45000000001,5683910.4399999995
316,11/13/2015,561.0,15876.300000000001,1104.0,0.0,1677.0,1145.0,0.0,1105.0,5629079.949999999,0.0,71188.65000000001,5684392.3
317,11/14/2015,450.0,12735.0,820.0,0.0,998.0,112.0,0.0,811.0,4131388.09,0.0,42365.100000000006,4161018.19
318,11/15/2015,421.0,11914.300000000001,1052.0,0.0,2079.0,918.0,0.0,1061.0,5404935.59,0.0,88253.55,5481274.84
319,11/16/2015,1099.0,31101.7,1103.0,0.0,2712.0,780.0,0.0,1101.0,5608703.1899999995,0.0,115124.40000000001,5692725.89
320,11/17/2015,2269.0,64212.700000000004,1096.0,0.0,2850.0,1405.0,575.0,1094.0,5573043.859999999,0.0,120982.50000000001,5629813.659999999
321,11/18/2015,9944.0,281415.2,1064.0,0.0,6332.0,11935.0,3457.0,1081.0,5506819.39,0.0,268793.4,5494197.59
322,11/19/2015,606.0,17149.8,1101.0,0.0,3182.0,1926.0,134.0,1104.0,5623985.76,0.0,135075.9,5741911.86
323,11/20/2015,1288.0,36450.4,1099.0,0.0,3997.0,1590.0,17.0,1100.0,5603609.0,0.0,169672.65000000002,5736831.25
324,11/21/2015,2514.0,71146.2,821.0,0.0,2165.0,1912.0,532.0,812.0,4136482.28,0.0,91904.25,4157240.329999999
325,11/22/2015,824.0,23319.2,914.0,0.0,2452.0,1545.0,0.0,916.0,4666278.04,0.0,104087.40000000001,4747046.24
326,11/23/2015,476.0,13470.800000000001,954.0,0.0,1104.0,748.0,0.0,959.0,4885328.21,0.0,46864.8,4918722.21
327,11/24/2015,498.0,14093.400000000001,1039.0,0.0,3345.0,1205.0,0.0,1040.0,5297957.6,0.0,141995.25,5425859.449999999
328,11/25/2015,811.0,22951.3,1097.0,0.0,1623.0,615.0,15.0,1099.0,5598514.81,0.0,68896.35,5644459.859999999
329,11/26/2015,330.0,9339.0,658.0,0.0,1029.0,396.0,0.0,647.0,3295940.9299999997,0.0,43681.05,3330282.9799999995
330,11/27/2015,693.0,19611.9,808.0,0.0,1601.0,306.0,0.0,820.0,4177235.8,0.0,67962.45000000001,4225586.35
331,11/28/2015,428.0,12112.4,1046.0,0.0,2752.0,917.0,0.0,1045.0,5323428.55,0.0,116822.40000000001,5428138.55
332,11/29/2015,877.0,24819.1,1163.0,160.0,3153.0,1215.0,40.0,1167.0,5944919.7299999995,7923.200000000001,133844.85,6046022.279999999
333,11/30/2015,828.0,23432.4,1106.0,19.0,1903.0,926.0,699.0,1098.0,5593420.619999999,940.8800000000001,80782.35,5649829.689999999
334,12/1/2015,972.0,27507.600000000002,1071.0,26.0,2769.0,1513.0,862.0,1065.0,5425312.35,1287.52,117544.05,5514061.28
335,12/2/2015,2111.0,59741.3,1060.0,0.0,2610.0,1607.0,151.0,1064.0,5420218.159999999,0.0,110794.5,5471271.359999999
336,12/3/2015,564.0,15961.2,1076.0,0.0,1904.0,588.0,146.0,1076.0,5481348.4399999995,0.0,80824.8,5546212.039999999
337,12/4/2015,711.0,20121.3,1074.0,0.0,1246.0,426.0,0.0,1073.0,5466065.869999999,0.0,52892.700000000004,5498837.27
338,12/5/2015,670.0,18961.0,772.0,0.0,1052.0,495.0,646.0,756.0,3851207.6399999997,0.0,44657.4,3876904.0399999996
339,12/6/2015,422.0,11942.6,997.0,0.0,2716.0,819.0,0.0,1012.0,5155320.279999999,0.0,115294.20000000001,5258671.88
340,12/7/2015,297.0,8405.1,1070.0,0.0,1257.0,593.0,239.0,1070.0,5450783.3,0.0,53359.65,5495737.850000001
341,12/8/2015,152.0,4301.6,1060.0,0.0,1789.0,125.0,6.0,1061.0,5404935.59,0.0,75943.05,5476577.04
342,12/9/2015,309.0,8744.7,1060.0,0.0,1431.0,274.0,0.0,1060.0,5399841.399999999,0.0,60745.950000000004,5451842.649999999
343,12/10/2015,348.0,9848.4,1072.0,0.0,1681.0,770.0,0.0,1074.0,5471160.06,0.0,71358.45,5532670.109999999
344,12/11/2015,524.0,14829.2,1076.0,0.0,2369.0,1486.0,0.0,1076.0,5481348.4399999995,0.0,100564.05,5567083.289999999
345,12/12/2015,2266.0,64127.8,731.0,0.0,3345.0,4029.0,1665.0,761.0,3876678.59,0.0,141995.25,3954546.04
346,12/13/2015,883.0,24988.9,995.0,0.0,1920.0,943.0,0.0,1013.0,5160414.47,0.0,81504.0,5216929.569999999
347,12/14/2015,1333.0,37723.9,1067.0,0.0,3839.0,3181.0,57.0,1066.0,5430406.54,0.0,162965.55000000002,5555648.1899999995
348,12/15/2015,877.0,24819.100000000002,1064.0,0.0,1478.0,1757.0,0.0,1062.0,5410029.779999999,0.0,62741.100000000006,5447951.779999999
349,12/16/2015,515.0,14574.5,1061.0,0.0,2772.0,965.0,0.0,1065.0,5425312.35,0.0,117671.40000000001,5528409.25
350,12/17/2015,2380.0,67354.0,1073.0,5.0,4088.0,2927.0,189.0,1074.0,5471160.06,247.60000000000002,173535.6,5577094.06
351,12/18/2015,1132.0,32035.600000000002,1067.0,0.0,5334.0,2406.0,0.0,1063.0,5415123.97,0.0,226428.30000000002,5609516.67
352,12/19/2015,558.0,15791.4,952.0,0.0,3771.0,2304.0,20.0,962.0,4900610.779999999,0.0,160078.95,5044898.329999999
353,12/20/2015,441.0,12480.300000000001,1041.0,0.0,2309.0,1468.0,802.0,1041.0,5303051.79,0.0,98017.05,5388588.54
354,12/21/2015,835.0,23630.5,1029.0,0.0,2704.0,1207.0,12.0,1026.0,5226638.9399999995,0.0,114784.8,5317793.239999999
355,12/22/2015,1806.0,51109.8,1027.0,0.0,3637.0,3482.0,712.0,1027.0,5231733.13,0.0,154390.65,5335013.98
356,12/23/2015,6579.0,186185.7,1019.0,0.0,7382.0,10061.0,3285.0,1021.0,5201167.989999999,0.0,313365.9,5328348.1899999995
357,12/24/2015,34283.0,970208.9,621.0,0.0,7718.0,34489.0,29650.0,670.0,3413107.3,0.0,327629.10000000003,2770527.5
358,12/25/2015,2248.0,63618.4,662.0,0.0,4670.0,1769.0,1065.0,691.0,3520085.2899999996,0.0,198241.5,3654708.3899999997
359,12/26/2015,2496.0,70636.8,959.0,77.0,5603.0,2830.0,1470.0,961.0,4895516.59,3813.0400000000004,237847.35,5058914.1
360,12/27/2015,3366.0,95257.8,1027.0,0.0,6365.0,7979.0,713.0,1031.0,5252109.89,0.0,270194.25,5427046.34
361,12/28/2015,5214.0,147556.2,1005.0,23.0,9637.0,9209.0,1746.0,1006.0,5124755.14,1138.96,409090.65,5385150.63
362,12/29/2015,1591.0,45025.3,1012.0,73.0,8051.0,6294.0,242.0,1012.0,5155320.279999999,3614.96,341764.95,5448444.97
363,12/30/2015,17653.0,499579.9,1002.0,0.0,13273.0,36615.0,11139.0,1016.0,5175697.04,0.0,563438.8500000001,5239555.99
364,12/31/2015,314.0,8886.2,803.0,44.0,2451.0,1332.0,76.0,793.0,4039692.6699999995,2178.88,104044.95000000001,4132672.5399999996
