MONTH,DAY,DAY_OF_WEEK,AIRLINE,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,CANCELLED,CANCELLATION_REASON
1,1,4,AS,SEA,130,1,A
1,1,4,AA,DFW,200,1,B
1,1,4,OO,IAH,515,1,B
1,1,4,MQ,DFW,530,1,B
1,1,4,OO,SFO,530,1,A
1,1,4,MQ,DFW,545,1,B
1,1,4,OO,LAX,545,1,A
1,1,4,MQ,DFW,545,1,B
1,1,4,MQ,DFW,600,1,B
1,1,4,AA,DFW,600,1,B
1,1,4,AA,DFW,600,1,B
1,1,4,AA,DFW,600,1,B
1,1,4,AA,DFW,600,1,B
1,1,4,AA,DFW,600,1,B
1,1,4,F9,DEN,600,1,A
1,1,4,F9,MIA,600,1,A
1,1,4,MQ,DFW,600,1,B
1,1,4,MQ,DFW,600,1,B
1,1,4,MQ,DFW,600,1,B
1,1,4,MQ,DFW,600,1,B
1,1,4,MQ,BTR,600,1,B
1,1,4,MQ,DFW,600,1,B
1,1,4,MQ,DFW,600,1,B
1,1,4,MQ,DFW,600,1,B
1,1,4,MQ,DFW,600,1,B
1,1,4,MQ,DFW,600,1,B
1,1,4,MQ,DFW,600,1,B
1,1,4,MQ,DFW,600,1,B
1,1,4,MQ,DFW,600,1,B
1,1,4,MQ,DFW,600,1,B
1,1,4,MQ,DFW,600,1,B
1,1,4,OO,ORD,600,1,B
1,1,4,OO,SFO,600,1,A
1,1,4,MQ,DFW,600,1,B
1,1,4,AA,DFW,600,1,B
1,1,4,MQ,DFW,600,1,B
1,1,4,MQ,DFW,600,1,B
1,1,4,MQ,DFW,600,1,B
1,1,4,MQ,DFW,600,1,B
1,1,4,MQ,DFW,600,1,B
1,1,4,MQ,DFW,600,1,B
1,1,4,AA,DFW,615,1,B
1,1,4,OO,DEN,615,1,B
1,1,4,AA,DFW,615,1,B
1,1,4,AA,DCA,615,1,B
1,1,4,MQ,DFW,615,1,B
1,1,4,MQ,DFW,615,1,B
1,1,4,AA,DFW,615,1,B
1,1,4,MQ,DFW,615,1,B
1,1,4,MQ,DFW,615,1,B
1,1,4,AA,AUS,630,1,A
1,1,4,AA,DFW,630,1,B
1,1,4,MQ,DFW,630,1,B
1,1,4,MQ,DFW,630,1,B
1,1,4,MQ,DFW,630,1,B
1,1,4,MQ,DFW,630,1,B
1,1,4,AA,DFW,630,1,B
1,1,4,MQ,DFW,630,1,B
1,1,4,AA,DFW,645,1,B
1,1,4,MQ,DFW,645,1,B
1,1,4,MQ,DFW,645,1,B
1,1,4,MQ,DFW,645,1,B
1,1,4,AA,STL,645,1,B
1,1,4,AA,DFW,645,1,B
1,1,4,EV,IAH,645,1,B
1,1,4,MQ,DFW,645,1,B
1,1,4,MQ,DFW,645,1,B
1,1,4,MQ,DFW,645,1,B
1,1,4,MQ,DFW,645,1,B
1,1,4,MQ,DFW,645,1,B
1,1,4,AA,DFW,700,1,A
1,1,4,AA,LAX,700,1,B
1,1,4,MQ,ORD,700,1,A
1,1,4,OO,JMS,700,1,B
1,1,4,AA,DFW,700,1,B
1,1,4,AA,MIA,700,1,B
1,1,4,MQ,DFW,700,1,B
1,1,4,MQ,DFW,700,1,B
1,1,4,MQ,DFW,700,1,B
1,1,4,MQ,DFW,700,1,B
1,1,4,MQ,MAF,700,1,B
1,1,4,OO,DEN,700,1,C
1,1,4,AA,TPA,700,1,A
1,1,4,WN,STL,700,1,A
1,1,4,MQ,DFW,700,1,B
1,1,4,EV,IAH,715,1,B
1,1,4,MQ,HOU,715,1,B
1,1,4,MQ,DFW,715,1,B
1,1,4,MQ,CVG,715,1,B
1,1,4,EV,CRP,730,1,A
1,1,4,MQ,DFW,730,1,B
1,1,4,MQ,DFW,730,1,B
1,1,4,MQ,DFW,730,1,B
1,1,4,MQ,BTR,730,1,B
1,1,4,MQ,SHV,730,1,B
1,1,4,MQ,TYS,730,1,B
1,1,4,NK,ATL,730,1,B
1,1,4,MQ,LIT,730,1,B
1,1,4,AA,DFW,745,1,B
1,1,4,AA,ORD,745,1,B
1,1,4,MQ,TUL,745,1,B
1,1,4,MQ,GRK,745,1,B
1,1,4,MQ,PNS,745,1,B
1,1,4,MQ,DFW,745,1,B
1,1,4,AA,DFW,745,1,B
1,1,4,EV,OKC,745,1,A
1,1,4,AA,SNA,800,1,B
1,1,4,MQ,XNA,800,1,B
1,1,4,MQ,MKE,800,1,B
1,1,4,MQ,GSO,800,1,B
1,1,4,MQ,VPS,800,1,B
1,1,4,MQ,LAW,800,1,B
1,1,4,MQ,DFW,800,1,B
1,1,4,OO,PHX,800,1,B
1,1,4,WN,BWI,800,1,A
1,1,4,AA,DFW,800,1,B
1,1,4,AA,SAT,800,1,B
1,1,4,AA,PHX,800,1,B
1,1,4,OO,DEN,815,1,C
1,1,4,MQ,CAE,815,1,B
1,1,4,MQ,GPT,815,1,B
1,1,4,MQ,DFW,815,1,B
1,1,4,NK,TPA,815,1,B
1,1,4,AA,DFW,815,1,B
1,1,4,MQ,DFW,815,1,B
1,1,4,EV,MLI,830,1,A
1,1,4,MQ,SAV,830,1,B
1,1,4,MQ,AMA,830,1,B
1,1,4,AA,CMH,830,1,B
1,1,4,MQ,JAN,830,1,B
1,1,4,MQ,MSN,830,1,B
1,1,4,MQ,LFT,830,1,B
1,1,4,MQ,GRR,830,1,B
1,1,4,EV,CLL,845,1,A
1,1,4,MQ,LEX,845,1,B
1,1,4,MQ,BHM,845,1,B
1,1,4,UA,HNL,845,1,A
1,1,4,MQ,ORD,845,1,A
1,1,4,MQ,DFW,845,1,B
1,1,4,AA,MIA,845,1,A
1,1,4,EV,MAF,845,1,C
1,1,4,AA,DFW,845,1,B
1,1,4,EV,SPS,900,1,A
1,1,4,MQ,FWA,900,1,B
1,1,4,MQ,DFW,900,1,B
1,1,4,MQ,SGF,900,1,B
1,1,4,MQ,CID,900,1,B
1,1,4,AA,DFW,900,1,B
1,1,4,AA,SAN,900,1,B
1,1,4,EV,CRP,900,1,A
1,1,4,MQ,ORD,900,1,A
1,1,4,MQ,FSM,900,1,B
1,1,4,MQ,MGM,900,1,B
1,1,4,EV,SJT,900,1,A
1,1,4,MQ,LRD,900,1,B
1,1,4,AA,PHL,915,1,B
1,1,4,EV,DFW,915,1,A
1,1,4,EV,DFW,915,1,A
1,1,4,MQ,AEX,915,1,B
1,1,4,MQ,DFW,915,1,B
1,1,4,MQ,DFW,915,1,B
1,1,4,AA,MFE,915,1,B
1,1,4,AA,LAS,915,1,B
1,1,4,MQ,PIA,915,1,B
1,1,4,MQ,DFW,915,1,B
1,1,4,MQ,MAF,915,1,B
1,1,4,WN,AUS,915,1,B
1,1,4,MQ,HOU,915,1,B
1,1,4,MQ,ACT,915,1,B
1,1,4,MQ,DSM,915,1,B
1,1,4,MQ,DFW,915,1,B
1,1,4,MQ,AMA,915,1,B
1,1,4,MQ,DFW,915,1,B
1,1,4,AA,RSW,930,1,B
1,1,4,AA,AUS,930,1,B
1,1,4,MQ,MLU,930,1,B
1,1,4,MQ,DFW,930,1,B
1,1,4,MQ,GRK,930,1,B
1,1,4,MQ,CHA,930,1,B
1,1,4,MQ,CHS,930,1,B
1,1,4,MQ,MHK,945,1,B
1,1,4,AA,ORD,945,1,B
1,1,4,MQ,SAF,945,1,B
1,1,4,MQ,TYR,945,1,B
1,1,4,AA,STL,945,1,B
1,1,4,AA,PHX,945,1,B
1,1,4,MQ,JAN,945,1,B
1,1,4,MQ,XNA,945,1,B
1,1,4,OO,SLC,945,1,A
1,1,4,AA,DFW,1000,1,B
1,1,4,EV,DFW,1000,1,A
1,1,4,AA,JFK,1000,1,A
1,1,4,AA,LGA,1000,1,B
1,1,4,AA,ICT,1000,1,B
1,1,4,MQ,DFW,1000,1,B
1,1,4,OO,DEN,1000,1,A
1,1,4,OO,MSO,1000,1,C
1,1,4,OO,MAF,1000,1,C
1,1,4,AA,SAT,1000,1,B
1,1,4,MQ,BTR,1000,1,B
1,1,4,MQ,TXK,1000,1,B
1,1,4,MQ,CLL,1000,1,B
1,1,4,MQ,TLH,1000,1,B
1,1,4,UA,PHL,1015,1,A
1,1,4,AA,DFW,1015,1,B
1,1,4,EV,DFW,1015,1,A
1,1,4,MQ,DFW,1015,1,B
1,1,4,MQ,DFW,1015,1,B
1,1,4,OO,DTW,1015,1,A
1,1,4,AA,FLL,1015,1,B
1,1,4,MQ,ORD,1015,1,A
1,1,4,OO,ORD,1015,1,A
1,1,4,AA,SFO,1030,1,B
1,1,4,AA,SJC,1030,1,B
1,1,4,MQ,DFW,1030,1,B
1,1,4,US,PHL,1030,1,A
1,1,4,AA,DTW,1030,1,B
1,1,4,AA,IAH,1030,1,B
1,1,4,EV,DFW,1030,1,A
1,1,4,MQ,ORD,1030,1,A
1,1,4,AA,ONT,1030,1,B
1,1,4,MQ,PNS,1030,1,B
1,1,4,MQ,DFW,1030,1,B
1,1,4,EV,DFW,1045,1,A
1,1,4,EV,DFW,1045,1,A
1,1,4,MQ,GJT,1045,1,B
1,1,4,MQ,ABI,1045,1,B
1,1,4,MQ,SJT,1045,1,B
1,1,4,AA,TUL,1045,1,B
1,1,4,AA,ABQ,1045,1,B
1,1,4,AA,DFW,1045,1,A
1,1,4,MQ,DFW,1045,1,B
1,1,4,MQ,DFW,1045,1,B
1,1,4,MQ,DFW,1045,1,B
1,1,4,OO,ICT,1045,1,C
1,1,4,AA,TUS,1045,1,B
1,1,4,AA,MSP,1045,1,B
1,1,4,F9,ORD,1045,1,A
1,1,4,MQ,DRO,1045,1,B
1,1,4,OO,LIT,1045,1,C
1,1,4,EV,IAH,1045,1,C
1,1,4,AA,BOS,1100,1,B
1,1,4,EV,HOB,1100,1,C
1,1,4,MQ,DFW,1100,1,B
1,1,4,MQ,HSV,1100,1,B
1,1,4,MQ,VPS,1100,1,B
1,1,4,MQ,DFW,1100,1,A
1,1,4,MQ,ACT,1100,1,B
1,1,4,MQ,LEX,1100,1,B
1,1,4,MQ,DFW,1100,1,B
1,1,4,MQ,DFW,1100,1,B
1,1,4,AA,SAT,1100,1,B
1,1,4,AA,BNA,1100,1,B
1,1,4,EV,BRO,1100,1,A
1,1,4,MQ,DFW,1100,1,B
1,1,4,MQ,DFW,1100,1,B
1,1,4,AA,MCO,1100,1,B
1,1,4,AA,CLT,1100,1,B
1,1,4,AA,DFW,1100,1,B
1,1,4,MQ,DFW,1100,1,B
1,1,4,MQ,CVG,1100,1,B
1,1,4,MQ,DFW,1100,1,B
1,1,4,MQ,LFT,1100,1,B
1,1,4,OO,GCC,1100,1,C
1,1,4,OO,SJC,1100,1,C
1,1,4,MQ,DFW,1115,1,B
1,1,4,MQ,DFW,1115,1,B
1,1,4,EV,SAF,1115,1,C
1,1,4,EV,MAF,1130,1,C
1,1,4,NK,DFW,1130,1,B
1,1,4,MQ,XNA,1130,1,B
1,1,4,MQ,AMA,1130,1,B
1,1,4,MQ,DFW,1130,1,B
1,1,4,AA,EWR,1130,1,B
1,1,4,EV,LAW,1130,1,A
1,1,4,MQ,DFW,1130,1,B
1,1,4,MQ,SGF,1130,1,B
1,1,4,EV,BRO,1130,1,B
1,1,4,AA,BWI,1130,1,B
1,1,4,AA,OKC,1130,1,B
1,1,4,MQ,MAF,1130,1,B
1,1,4,MQ,BWI,1130,1,A
1,1,4,AA,CLE,1145,1,B
1,1,4,AA,SDF,1145,1,B
1,1,4,AA,EGE,1145,1,A
1,1,4,AA,ORD,1145,1,B
1,1,4,MQ,FAR,1145,1,B
1,1,4,AA,ATL,1145,1,B
1,1,4,AA,MSY,1145,1,B
1,1,4,AA,AUS,1145,1,B
1,1,4,AA,MEM,1145,1,B
1,1,4,MQ,DFW,1145,1,B
1,1,4,MQ,DFW,1145,1,B
1,1,4,AA,IAD,1200,1,B
1,1,4,AA,DFW,1200,1,B
1,1,4,MQ,DFW,1200,1,B
1,1,4,MQ,DFW,1200,1,B
1,1,4,MQ,TYR,1200,1,B
1,1,4,OO,PHX,1200,1,A
1,1,4,AA,DFW,1200,1,A
1,1,4,MQ,DFW,1200,1,B
1,1,4,EV,IAH,1200,1,C
1,1,4,AA,DFW,1215,1,B
1,1,4,MQ,LAW,1215,1,B
1,1,4,AA,LAX,1215,1,A
1,1,4,MQ,GRI,1215,1,B
1,1,4,MQ,DFW,1215,1,B
1,1,4,AA,DFW,1230,1,B
1,1,4,EV,BTR,1230,1,A
1,1,4,NK,DTW,1230,1,B
1,1,4,UA,BOS,1230,1,A
1,1,4,MQ,DFW,1245,1,B
1,1,4,MQ,COU,1245,1,B
1,1,4,MQ,SPS,1245,1,B
1,1,4,EV,DFW,1245,1,A
1,1,4,MQ,DFW,1245,1,B
1,1,4,MQ,AMA,1245,1,B
1,1,4,EV,DFW,1300,1,A
1,1,4,MQ,LRD,1300,1,B
1,1,4,MQ,MAF,1300,1,B
1,1,4,EV,DEN,1300,1,C
1,1,4,AA,DFW,1315,1,B
1,1,4,EV,IAH,1315,1,B
1,1,4,MQ,FSM,1315,1,B
1,1,4,MQ,DFW,1315,1,A
1,1,4,MQ,ABI,1315,1,B
1,1,4,OO,DEN,1315,1,C
1,1,4,OO,DEN,1315,1,C
1,1,4,MQ,DFW,1315,1,B
1,1,4,EV,IAH,1330,1,B
1,1,4,MQ,CLL,1330,1,B
1,1,4,EV,IAH,1330,1,C
1,1,4,MQ,CID,1330,1,A
1,1,4,MQ,DFW,1330,1,B
1,1,4,MQ,DFW,1330,1,B
1,1,4,UA,EWR,1330,1,A
1,1,4,OO,DEN,1330,1,C
1,1,4,MQ,SPI,1345,1,B
1,1,4,AA,OMA,1345,1,B
1,1,4,UA,ORD,1400,1,A
1,1,4,MQ,DFW,1400,1,B
1,1,4,EV,DFW,1415,1,A
1,1,4,MQ,SJT,1415,1,B
1,1,4,AA,ORD,1415,1,A
1,1,4,EV,IAH,1430,1,C
1,1,4,MQ,DFW,1430,1,B
1,1,4,MQ,DFW,1430,1,B
1,1,4,OO,DEN,1430,1,C
1,1,4,US,PHX,1430,1,A
1,1,4,MQ,DFW,1430,1,B
1,1,4,MQ,DFW,1430,1,B
1,1,4,OO,ORD,1430,1,A
1,1,4,MQ,DFW,1430,1,B
1,1,4,EV,MAF,1445,1,C
1,1,4,AA,DFW,1445,1,B
1,1,4,MQ,JFK,1445,1,A
1,1,4,MQ,ABI,1445,1,B
1,1,4,MQ,ORD,1500,1,A
1,1,4,AA,DFW,1515,1,B
1,1,4,MQ,MLI,1515,1,B
1,1,4,AA,DFW,1515,1,B
1,1,4,OO,PDX,1515,1,C
1,1,4,AA,STL,1530,1,A
1,1,4,UA,SNA,1530,1,B
1,1,4,EV,HRL,1530,1,B
1,1,4,EV,TYR,1530,1,A
1,1,4,MQ,DFW,1530,1,B
1,1,4,OO,CPR,1545,1,C
1,1,4,OO,PSC,1600,1,C
1,1,4,AA,DFW,1600,1,B
1,1,4,MQ,MAF,1600,1,B
1,1,4,MQ,DFW,1600,1,B
1,1,4,OO,MSN,1600,1,B
1,1,4,EV,MAF,1600,1,B
1,1,4,EV,DEN,1615,1,C
1,1,4,OO,DEN,1615,1,C
1,1,4,MQ,MOB,1615,1,B
1,1,4,UA,DEN,1630,1,B
1,1,4,EV,DEN,1630,1,C
1,1,4,OO,GJT,1630,1,C
1,1,4,MQ,GGG,1630,1,B
1,1,4,MQ,CRP,1630,1,B
1,1,4,EV,IAH,1645,1,C
1,1,4,MQ,ABI,1645,1,B
1,1,4,EV,DFW,1645,1,A
1,1,4,OO,DEN,1700,1,C
1,1,4,OO,IAH,1700,1,B
1,1,4,MQ,SJT,1700,1,B
1,1,4,OO,FAR,1700,1,C
1,1,4,AA,AUS,1700,1,A
1,1,4,MQ,ROW,1700,1,B
1,1,4,UA,DEN,1700,1,B
1,1,4,EV,IAH,1715,1,B
1,1,4,EV,DEN,1715,1,C
1,1,4,OO,DEN,1715,1,C
1,1,4,OO,OKC,1715,1,C
1,1,4,WN,DAL,1730,1,A
1,1,4,WN,HOU,1730,1,A
1,1,4,OO,MKE,1730,1,A
1,1,4,MQ,DFW,1730,1,A
1,1,4,OO,DEN,1730,1,C
1,1,4,EV,MAF,1745,1,C
1,1,4,MQ,DFW,1745,1,B
1,1,4,OO,DEN,1745,1,C
1,1,4,UA,DEN,1745,1,B
1,1,4,MQ,SGF,1745,1,B
1,1,4,MQ,DFW,1745,1,B
1,1,4,MQ,DFW,1745,1,B
1,1,4,EV,DEN,1800,1,C
1,1,4,MQ,ABI,1800,1,B
1,1,4,MQ,DFW,1800,1,B
1,1,4,UA,DFW,1800,1,B
1,1,4,EV,HOB,1800,1,B
1,1,4,OO,DEN,1800,1,C
1,1,4,OO,DEN,1800,1,C
1,1,4,AA,DFW,1800,1,A
1,1,4,EV,IAH,1800,1,B
1,1,4,US,SLC,1815,1,A
1,1,4,MQ,MAF,1815,1,B
1,1,4,MQ,DFW,1815,1,B
1,1,4,MQ,LCH,1815,1,B
1,1,4,MQ,DFW,1830,1,B
1,1,4,UA,DEN,1830,1,A
1,1,4,MQ,TLH,1845,1,B
1,1,4,MQ,GCK,1845,1,B
1,1,4,OO,BUR,1845,1,C
1,1,4,MQ,ABI,1900,1,B
1,1,4,UA,BOI,1900,1,B
1,1,4,OO,FCA,1900,1,C
1,1,4,UA,ORD,1915,1,B
1,1,4,MQ,JLN,1930,1,B
1,1,4,OO,DEN,1930,1,C
1,1,4,EV,ISN,1945,1,C
1,1,4,OO,DEN,1945,1,C
1,1,4,EV,LBB,1945,1,C
1,1,4,EV,LNK,1945,1,C
1,1,4,OO,MOT,1945,1,C
1,1,4,OO,SLC,1945,1,A
1,1,4,EV,DEN,1945,1,C
1,1,4,OO,ASE,1945,1,A
1,1,4,UA,MSP,2000,1,B
1,1,4,MQ,DFW,2000,1,B
1,1,4,OO,LAR,2000,1,C
1,1,4,EV,AMA,2000,1,C
1,1,4,MQ,SPS,2000,1,B
1,1,4,MQ,ABI,2000,1,B
1,1,4,MQ,BMI,2015,1,B
1,1,4,OO,DEN,2015,1,C
1,1,4,OO,DEN,2030,1,C
1,1,4,MQ,GSP,2030,1,B
1,1,4,MQ,PIA,2045,1,A
1,1,4,MQ,ROW,2100,1,B
1,1,4,MQ,SAF,2100,1,A
1,1,4,EV,HRL,2100,1,B
1,1,4,EV,MAF,2115,1,B
1,1,4,MQ,MAF,2130,1,B
1,1,4,NK,MSP,2130,1,A
1,1,4,EV,LAW,2145,1,A
1,1,4,MQ,ABI,2145,1,B
1,1,4,MQ,SJT,2200,1,B
1,1,4,EV,ELP,2200,1,C
1,1,4,EV,ABQ,2200,1,C
1,1,4,OO,MAF,2200,1,B
1,1,4,OO,PSP,2200,1,C
1,1,4,UA,LAX,2400,1,A
1,1,4,OO,SAT,2400,1,B
1,2,5,US,CLT,30,1,A
1,2,5,NK,FLL,115,1,A
1,2,5,EV,IAH,515,1,B
1,2,5,EV,IAH,515,1,B
1,2,5,MQ,DFW,545,1,B
1,2,5,OO,SFO,545,1,B
1,2,5,WN,DEN,600,1,A
1,2,5,UA,DEN,600,1,B
1,2,5,WN,HOU,600,1,B
1,2,5,MQ,DFW,600,1,B
1,2,5,MQ,DFW,600,1,A
1,2,5,WN,OAK,600,1,A
1,2,5,MQ,DFW,600,1,B
1,2,5,MQ,DFW,600,1,B
1,2,5,OO,DEN,615,1,B
1,2,5,WN,MDW,615,1,A
1,2,5,EV,DFW,615,1,A
1,2,5,MQ,DFW,645,1,B
1,2,5,EV,IAH,645,1,B
1,2,5,AA,TPA,645,1,A
1,2,5,WN,DAL,700,1,B
1,2,5,WN,MAF,700,1,B
1,2,5,MQ,MAF,700,1,B
1,2,5,MQ,DFW,700,1,B
1,2,5,UA,DEN,715,1,B
1,2,5,WN,SAN,715,1,A
1,2,5,EV,IAH,715,1,C
1,2,5,EV,DEN,715,1,C
1,2,5,AA,DFW,730,1,A
1,2,5,MQ,TUL,745,1,B
1,2,5,AA,IND,745,1,A
1,2,5,OO,IAH,745,1,A
1,2,5,AA,MEM,800,1,A
1,2,5,MQ,LAW,800,1,B
1,2,5,WN,MAF,800,1,B
1,2,5,MQ,LBB,800,1,B
1,2,5,AA,DFW,815,1,A
1,2,5,MQ,DFW,815,1,B
1,2,5,OO,PHX,815,1,A
1,2,5,WN,LBB,830,1,B
1,2,5,AA,OMA,830,1,A
1,2,5,OO,DEN,830,1,C
1,2,5,OO,SFO,845,1,A
1,2,5,WN,DAL,845,1,B
1,2,5,AA,LAX,845,1,A
1,2,5,DL,SEA,845,1,A
1,2,5,EV,LBB,845,1,B
1,2,5,MQ,DFW,845,1,B
1,2,5,EV,MAF,845,1,C
1,2,5,EV,DEN,845,1,C
1,2,5,WN,MAF,900,1,B
1,2,5,EV,SPS,900,1,A
1,2,5,MQ,CVG,900,1,A
1,2,5,MQ,MGM,900,1,B
1,2,5,AA,DFW,900,1,A
1,2,5,EV,SJT,900,1,A
1,2,5,MQ,DFW,915,1,B
1,2,5,MQ,DFW,915,1,B
1,2,5,US,CLT,915,1,A
1,2,5,MQ,MAF,915,1,B
1,2,5,MQ,HOU,915,1,B
1,2,5,OO,DEN,930,1,C
1,2,5,WN,OAK,945,1,A
1,2,5,MQ,DFW,945,1,B
1,2,5,AA,STL,945,1,A
1,2,5,WN,HOU,1000,1,B
1,2,5,OO,MLI,1000,1,C
1,2,5,OO,MAF,1000,1,B
1,2,5,WN,DAL,1000,1,B
1,2,5,OO,RAP,1015,1,C
1,2,5,AA,DFW,1015,1,A
1,2,5,EV,DFW,1015,1,A
1,2,5,EV,DFW,1015,1,A
1,2,5,MQ,ROW,1015,1,B
1,2,5,OO,DSM,1015,1,C
1,2,5,WN,LAS,1030,1,B
1,2,5,AA,OGG,1030,1,A
1,2,5,AA,ORD,1030,1,A
1,2,5,EV,DFW,1030,1,A
1,2,5,WN,MAF,1030,1,B
1,2,5,WN,MAF,1045,1,B
1,2,5,AA,ORD,1045,1,A
1,2,5,EV,IAH,1045,1,B
1,2,5,OO,LIT,1045,1,C
1,2,5,EV,IAH,1045,1,C
1,2,5,EV,HOB,1100,1,C
1,2,5,MQ,DFW,1100,1,B
1,2,5,EV,BNA,1100,1,C
1,2,5,AA,DFW,1100,1,A
1,2,5,MQ,DFW,1100,1,B
1,2,5,EV,LBB,1100,1,B
1,2,5,AA,CLT,1100,1,A
1,2,5,MQ,DFW,1100,1,B
1,2,5,OO,GCC,1100,1,C
1,2,5,MQ,DFW,1115,1,B
1,2,5,OO,HYS,1115,1,C
1,2,5,OO,SEA,1115,1,A
1,2,5,EV,MAF,1130,1,C
1,2,5,WN,MAF,1130,1,B
1,2,5,AA,DFW,1130,1,A
1,2,5,EV,LAW,1130,1,A
1,2,5,OO,ONT,1130,1,C
1,2,5,DL,BWI,1130,1,A
1,2,5,MQ,MAF,1130,1,B
1,2,5,WN,LAS,1145,1,B
1,2,5,AA,IAH,1145,1,A
1,2,5,EV,ATL,1145,1,B
1,2,5,MQ,ORD,1145,1,A
1,2,5,OO,DEN,1145,1,C
1,2,5,WN,STL,1200,1,A
1,2,5,AA,DFW,1200,1,A
1,2,5,EV,IAH,1200,1,C
1,2,5,WN,SAN,1215,1,A
1,2,5,MQ,LAW,1215,1,B
1,2,5,WN,HOU,1230,1,B
1,2,5,DL,LAX,1230,1,A
1,2,5,EV,BTR,1230,1,A
1,2,5,MQ,MEM,1230,1,A
1,2,5,WN,LBB,1245,1,B
1,2,5,EV,DFW,1245,1,A
1,2,5,WN,DAL,1300,1,B
1,2,5,MQ,MAF,1300,1,B
1,2,5,MQ,ABI,1315,1,B
1,2,5,OO,DEN,1315,1,B
1,2,5,MQ,DFW,1315,1,B
1,2,5,OO,DEN,1330,1,C
1,2,5,OO,DEN,1330,1,C
1,2,5,EV,IAH,1330,1,C
1,2,5,MQ,DFW,1330,1,B
1,2,5,OO,DEN,1330,1,C
1,2,5,OO,DEN,1330,1,C
1,2,5,AA,DFW,1330,1,A
1,2,5,WN,MDW,1345,1,A
1,2,5,MQ,BTR,1345,1,B
1,2,5,OO,DEN,1400,1,C
1,2,5,EV,BTR,1400,1,B
1,2,5,EV,DEN,1400,1,C
1,2,5,WN,OAK,1415,1,A
1,2,5,EV,DFW,1415,1,A
1,2,5,OO,MAF,1415,1,B
1,2,5,OO,DEN,1430,1,C
1,2,5,EV,LBB,1430,1,B
1,2,5,MQ,DFW,1430,1,B
1,2,5,AA,DSM,1445,1,A
1,2,5,EV,MAF,1445,1,C
1,2,5,WN,DAL,1445,1,B
1,2,5,WN,LBB,1445,1,B
1,2,5,WN,MAF,1445,1,B
1,2,5,AA,DFW,1445,1,A
1,2,5,MQ,ORD,1500,1,A
1,2,5,OO,SJC,1500,1,A
1,2,5,WN,HOU,1500,1,A
1,2,5,WN,DAL,1500,1,A
1,2,5,EV,ATL,1500,1,B
1,2,5,WN,DAL,1515,1,B
1,2,5,AA,DFW,1515,1,A
1,2,5,MQ,LBB,1515,1,B
1,2,5,EV,LBB,1515,1,C
1,2,5,OO,AMA,1515,1,C
1,2,5,OO,BNA,1515,1,A
1,2,5,MQ,DFW,1530,1,B
1,2,5,OO,PUB,1545,1,C
1,2,5,EV,CID,1545,1,C
1,2,5,MQ,MAF,1600,1,B
1,2,5,EV,MAF,1600,1,C
1,2,5,EV,BTR,1615,1,A
1,2,5,MQ,LAW,1615,1,B
1,2,5,AA,LIT,1615,1,A
1,2,5,WN,LAS,1630,1,B
1,2,5,WN,HOU,1630,1,A
1,2,5,WN,DAL,1630,1,B
1,2,5,EV,IAH,1630,1,B
1,2,5,WN,LBB,1645,1,B
1,2,5,EV,IAH,1645,1,C
1,2,5,MQ,DFW,1645,1,B
1,2,5,MQ,TXK,1700,1,B
1,2,5,MQ,SPS,1700,1,B
1,2,5,MQ,ROW,1700,1,B
1,2,5,AA,DFW,1715,1,A
1,2,5,WN,DCA,1715,1,A
1,2,5,OO,DEN,1730,1,B
1,2,5,AA,DFW,1730,1,A
1,2,5,MQ,LIT,1730,1,A
1,2,5,MQ,ACT,1730,1,A
1,2,5,MQ,DFW,1730,1,B
1,2,5,AA,MCO,1745,1,A
1,2,5,OO,DEN,1745,1,C
1,2,5,EV,LBB,1745,1,B
1,2,5,AA,MSP,1745,1,A
1,2,5,EV,MAF,1745,1,B
1,2,5,MQ,DFW,1745,1,B
1,2,5,OO,SEA,1745,1,A
1,2,5,MQ,DFW,1745,1,B
1,2,5,EV,DEN,1745,1,C
1,2,5,OO,DEN,1800,1,C
1,2,5,EV,DFW,1800,1,A
1,2,5,MQ,DFW,1800,1,B
1,2,5,EV,HOB,1800,1,B
1,2,5,EV,IAH,1800,1,C
1,2,5,EV,DEN,1815,1,B
1,2,5,AA,DFW,1815,1,A
1,2,5,EV,CRP,1815,1,A
1,2,5,MQ,MAF,1815,1,B
1,2,5,MQ,DFW,1815,1,B
1,2,5,DL,SLC,1815,1,A
1,2,5,MQ,DFW,1815,1,B
1,2,5,MQ,LCH,1815,1,B
1,2,5,AA,TUS,1830,1,A
1,2,5,WN,DAL,1830,1,B
1,2,5,MQ,DFW,1830,1,A
1,2,5,AA,ORD,1900,1,A
1,2,5,UA,LGA,1900,1,A
1,2,5,AA,OMA,1900,1,A
1,2,5,DL,MCI,1915,1,B
1,2,5,OO,COD,1915,1,C
1,2,5,F9,TTN,1915,1,A
1,2,5,MQ,JLN,1930,1,A
1,2,5,EV,DEN,1930,1,C
1,2,5,MQ,DFW,1930,1,A
1,2,5,EV,LBB,1945,1,B
1,2,5,DL,MCI,1945,1,B
1,2,5,DL,MCI,1945,1,B
1,2,5,OO,MOT,1945,1,B
1,2,5,EV,DFW,1945,1,A
1,2,5,MQ,ORD,1945,1,A
1,2,5,OO,FSD,1945,1,C
1,2,5,OO,ASE,1945,1,C
1,2,5,OO,HLN,1945,1,C
1,2,5,AA,ORD,2000,1,A
