MONTH,DAY,DAY_OF_WEEK,AIRLINE,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DIVERTED
4,20,1,UA,LGA,715,1
4,20,1,AA,EWR,715,1
4,20,1,WN,ISP,730,1
4,20,1,US,CLT,745,1
4,20,1,US,CLT,800,1
4,20,1,B6,CLT,800,1
4,20,1,US,PHL,830,1
4,20,1,MQ,JFK,830,1
4,20,1,US,CLT,830,1
4,20,1,WN,EWR,830,1
4,20,1,AA,LGA,830,1
4,20,1,B6,FLL,845,1
4,20,1,US,CLT,900,1
4,20,1,B6,JFK,900,1
4,20,1,US,CLT,915,1
4,20,1,EV,EWR,915,1
4,20,1,AA,JFK,945,1
4,20,1,UA,LGA,1000,1
4,20,1,B6,TPA,1000,1
4,20,1,US,CLT,1015,1
4,20,1,WN,TPA,1015,1
4,20,1,UA,EWR,1030,1
4,20,1,WN,TPA,1045,1
4,20,1,WN,FLL,1045,1
4,20,1,F9,LGA,1100,1
4,20,1,UA,LGA,1115,1
4,20,1,US,PBI,1115,1
4,20,1,WN,ISP,1130,1
4,20,1,WN,FLL,1130,1
4,20,1,UA,PBI,1130,1
4,20,1,MQ,LGA,1200,1
4,20,1,UA,TPA,1200,1
4,20,1,AA,PBI,1230,1
4,20,1,EV,PBI,1300,1
4,20,1,UA,LGA,1300,1
4,20,1,WN,FLL,1300,1
4,20,1,OO,AUS,1330,1
4,20,1,UA,EWR,1345,1
4,20,1,DL,PBI,1345,1
4,20,1,DL,TPA,1400,1
4,20,1,F9,FLL,1400,1
4,20,1,VX,EWR,1400,1
4,20,1,AA,LGA,1415,1
4,20,1,DL,LGA,1430,1
4,20,1,MQ,LGA,1445,1
4,20,1,AA,TPA,1445,1
4,20,1,UA,EWR,1500,1
4,20,1,EV,RDU,1500,1
4,20,1,MQ,HPN,1500,1
4,20,1,B6,HPN,1500,1
4,20,1,B6,FLL,1500,1
4,20,1,AA,LGA,1515,1
4,20,1,UA,EWR,1515,1
4,20,1,DL,LGA,1530,1
4,20,1,AS,EWR,1545,1
4,20,1,DL,ATL,1545,1
4,20,1,AA,LGA,1600,1
4,20,1,UA,LGA,1600,1
4,20,1,NK,LGA,1600,1
4,20,1,AA,LGA,1600,1
4,20,1,B6,LGA,1615,1
4,20,1,UA,EWR,1615,1
4,20,1,EV,LGA,1615,1
4,20,1,DL,LGA,1615,1
4,20,1,WN,LGA,1630,1
4,20,1,WN,LGA,1630,1
4,20,1,EV,IAH,1645,1
4,20,1,DL,LGA,1645,1
4,20,1,VX,LGA,1645,1
4,20,1,US,CLT,1715,1
4,20,1,B6,HPN,1730,1
4,20,1,EV,RDU,1730,1
4,20,1,DL,LGA,1800,1
4,20,1,US,LGA,1800,1
4,20,1,B6,LGA,1845,1
4,20,1,F9,LGA,1915,1
4,20,1,WN,BWI,1930,1
4,20,1,EV,ORD,2015,1
4,20,1,EV,AVP,2045,1
4,20,1,WN,DAL,2045,1
4,21,2,WN,LGA,545,1
4,21,2,EV,OMA,645,1
4,21,2,WN,PHX,700,1
4,21,2,UA,ORD,800,1
4,21,2,AA,MIA,930,1
4,21,2,AS,BRW,1015,1
4,21,2,WN,FLL,1245,1
4,21,2,US,CLT,1645,1
4,21,2,AA,DFW,1745,1
4,21,2,AA,DFW,2045,1
4,22,3,UA,IAH,545,1
4,22,3,MQ,ORD,630,1
4,22,3,WN,PVD,700,1
4,22,3,UA,ORD,700,1
4,22,3,DL,DTW,815,1
4,22,3,OO,SFO,830,1
4,22,3,OO,BDL,915,1
4,22,3,WN,SAT,1045,1
4,22,3,OO,ASE,1045,1
4,22,3,EV,CRP,1200,1
4,22,3,AA,JFK,1200,1
4,22,3,EV,EWR,1300,1
4,22,3,AA,JFK,1445,1
4,22,3,EV,DEN,1630,1
4,22,3,EV,DEN,1645,1
4,22,3,US,CLT,1645,1
4,22,3,OO,DEN,1715,1
4,22,3,AA,MFE,2145,1
4,23,4,DL,MSP,600,1
4,23,4,B6,TPA,830,1
4,23,4,UA,ORD,1045,1
4,23,4,DL,ATL,1100,1
4,23,4,OO,SUN,1115,1
4,23,4,WN,FLL,1115,1
4,23,4,EV,TYS,1200,1
4,23,4,AA,PBI,1230,1
4,23,4,B6,FLL,1330,1
4,23,4,WN,FLL,1345,1
4,23,4,WN,DEN,1345,1
4,23,4,F9,FLL,1400,1
4,23,4,AA,DFW,1415,1
4,23,4,WN,FLL,1430,1
4,23,4,AA,MIA,1445,1
4,23,4,B6,FLL,1500,1
4,23,4,B6,PBI,1530,1
4,23,4,AA,LAX,1700,1
4,23,4,B6,BOS,1830,1
4,23,4,DL,LGA,1845,1
4,23,4,MQ,LGA,1930,1
4,23,4,MQ,LAW,2200,1
4,23,4,DL,SAN,2200,1
4,24,5,AA,DFW,515,1
4,24,5,WN,DAL,515,1
4,24,5,OO,JMS,530,1
4,24,5,EV,IAH,530,1
4,24,5,MQ,DFW,600,1
4,24,5,AA,DFW,600,1
4,24,5,AA,DFW,630,1
4,24,5,AA,DFW,645,1
4,24,5,AA,DFW,645,1
4,24,5,AA,DFW,700,1
4,24,5,AA,DFW,715,1
4,24,5,MQ,DFW,715,1
4,24,5,AA,DFW,715,1
4,24,5,MQ,DFW,715,1
4,24,5,MQ,DFW,730,1
4,24,5,MQ,DFW,730,1
4,24,5,AA,DFW,730,1
4,24,5,MQ,DFW,730,1
4,24,5,US,MIA,730,1
4,24,5,AA,DFW,730,1
4,24,5,AA,DFW,745,1
4,24,5,MQ,DFW,745,1
4,24,5,MQ,DFW,745,1
4,24,5,US,SFO,745,1
4,24,5,DL,ATL,745,1
4,24,5,AA,DFW,745,1
4,24,5,MQ,DFW,745,1
4,24,5,AA,DFW,800,1
4,24,5,OO,ABQ,800,1
4,24,5,AA,DFW,800,1
4,24,5,AA,DFW,800,1
4,24,5,WN,DAL,815,1
4,24,5,AA,DFW,815,1
4,24,5,AA,DFW,815,1
4,24,5,AA,DFW,830,1
4,24,5,DL,DFW,830,1
4,24,5,AA,SNA,900,1
4,24,5,AA,DFW,900,1
4,24,5,OO,CID,1045,1
4,24,5,MQ,DFW,1115,1
4,24,5,OO,BTM,1115,1
4,24,5,UA,DEN,1200,1
4,24,5,AA,DFW,1200,1
4,24,5,WN,DEN,1215,1
4,24,5,UA,DEN,1215,1
4,24,5,WN,DEN,1215,1
4,24,5,WN,DEN,1215,1
4,24,5,AA,DFW,1215,1
4,24,5,AA,DFW,1230,1
4,24,5,AA,DFW,1230,1
4,24,5,AA,DFW,1245,1
4,24,5,WN,DEN,1300,1
4,24,5,WN,DEN,1300,1
4,24,5,AA,DFW,1300,1
4,24,5,WN,DAL,1300,1
4,24,5,AA,DFW,1315,1
4,24,5,AS,DFW,1315,1
4,24,5,EV,LFT,1330,1
4,24,5,F9,DEN,1330,1
4,24,5,EV,BUF,1330,1
4,24,5,F9,DEN,1330,1
4,24,5,EV,MLU,1345,1
4,24,5,UA,DFW,1345,1
4,24,5,B6,LGB,1345,1
4,24,5,WN,DAL,1345,1
4,24,5,WN,DEN,1345,1
4,24,5,WN,DAL,1345,1
4,24,5,AA,DFW,1345,1
4,24,5,OO,DRO,1400,1
4,24,5,WN,DEN,1415,1
4,24,5,WN,DEN,1415,1
4,24,5,DL,ATL,1415,1
4,24,5,WN,DAL,1430,1
4,24,5,OO,DEN,1430,1
4,24,5,MQ,DFW,1500,1
4,24,5,MQ,DFW,1500,1
4,24,5,OO,DFW,1500,1
4,24,5,NK,DFW,1515,1
4,24,5,AA,DFW,1515,1
4,24,5,OO,DFW,1515,1
4,24,5,NK,DFW,1515,1
4,24,5,AA,DFW,1530,1
4,24,5,WN,MSY,1530,1
4,24,5,WN,PHX,1545,1
4,24,5,AA,DFW,1545,1
4,24,5,EV,DFW,1545,1
4,24,5,MQ,DFW,1600,1
4,24,5,AA,DFW,1600,1
4,24,5,AA,DFW,1600,1
4,24,5,EV,DFW,1600,1
4,24,5,AA,DFW,1600,1
4,24,5,WN,DAL,1600,1
4,24,5,OO,DFW,1615,1
4,24,5,WN,DAL,1615,1
4,24,5,AA,DFW,1630,1
4,24,5,WN,DAL,1700,1
4,24,5,AA,DFW,1745,1
4,24,5,WN,MKE,1745,1
4,24,5,VX,SFO,1900,1
4,24,5,AA,LGA,1900,1
4,24,5,EV,DFW,1900,1
4,24,5,EV,DFW,1915,1
4,24,5,OO,SFO,1915,1
4,24,5,DL,LGA,1945,1
4,24,5,MQ,MHK,2030,1
4,24,5,UA,ATL,2245,1
4,25,6,EV,IAH,530,1
4,25,6,UA,IAH,545,1
4,25,6,WN,ATL,600,1
4,25,6,EV,IAH,600,1
4,25,6,EV,ATL,600,1
4,25,6,UA,FLL,600,1
4,25,6,EV,IAH,600,1
4,25,6,EV,IAH,600,1
4,25,6,EV,IAH,615,1
4,25,6,EV,IAH,615,1
4,25,6,EV,IAH,615,1
4,25,6,EV,IAH,630,1
4,25,6,EV,IAH,630,1
4,25,6,UA,IAH,630,1
4,25,6,EV,IAH,630,1
4,25,6,EV,IAH,630,1
4,25,6,EV,IAH,630,1
4,25,6,UA,IAH,630,1
4,25,6,EV,IAH,630,1
4,25,6,UA,IAH,645,1
4,25,6,AA,LAX,700,1
4,25,6,EV,ORD,730,1
4,25,6,EV,SAV,845,1
4,25,6,EV,MSY,915,1
4,25,6,OO,SMX,1030,1
4,25,6,AS,KTN,1145,1
4,25,6,WN,PHX,1200,1
4,25,6,EV,CRW,1200,1
4,25,6,DL,RIC,1200,1
4,25,6,OO,EAU,1230,1
4,25,6,WN,DEN,1245,1
4,25,6,WN,DEN,1300,1
4,25,6,EV,MOB,1315,1
4,25,6,WN,DEN,1315,1
4,25,6,OO,DEN,1330,1
4,25,6,DL,DEN,1345,1
4,25,6,UA,ORD,1345,1
4,25,6,EV,MOB,1400,1
4,25,6,MQ,GSO,1445,1
4,25,6,EV,SAV,1515,1
4,25,6,DL,ATL,1530,1
4,25,6,AA,PDX,1715,1
4,25,6,EV,DHN,1730,1
4,25,6,EV,SAV,1815,1
4,25,6,UA,LGA,1900,1
4,25,6,OO,SUN,2015,1
4,25,6,AS,SCC,2015,1
4,25,6,UA,FLL,2230,1
4,25,6,DL,MCO,2345,1
4,26,7,DL,SLC,600,1
4,26,7,EV,BOS,645,1
4,26,7,NK,MSY,715,1
4,26,7,DL,MSY,800,1
4,26,7,EV,EWR,915,1
4,26,7,AA,DFW,1045,1
4,26,7,DL,ELP,1100,1
4,26,7,OO,BTM,1115,1
4,26,7,AA,DFW,1115,1
4,26,7,AA,DFW,1230,1
4,26,7,UA,DEN,1445,1
4,26,7,OO,GEG,1500,1
4,26,7,AA,DFW,1530,1
4,26,7,US,DFW,1530,1
4,26,7,AA,DFW,1545,1
4,26,7,AA,DFW,1600,1
4,26,7,AA,DFW,1600,1
4,26,7,WN,DAL,1600,1
4,26,7,AA,DFW,1600,1
4,26,7,MQ,DFW,1645,1
4,26,7,MQ,SPS,1700,1
4,26,7,AA,DFW,1700,1
4,26,7,EV,CRP,1715,1
4,26,7,VX,DAL,1715,1
4,26,7,NK,DFW,1730,1
4,26,7,AA,DFW,1745,1
4,26,7,AA,DFW,1745,1
4,26,7,WN,DAL,1745,1
4,26,7,EV,BTR,1800,1
4,26,7,MQ,DFW,1830,1
4,26,7,NK,DFW,1830,1
4,26,7,UA,SFO,1830,1
4,26,7,AA,DFW,1830,1
4,26,7,MQ,DFW,1845,1
4,26,7,AA,DFW,1845,1
4,26,7,MQ,DFW,1845,1
4,26,7,AA,DFW,1845,1
4,26,7,MQ,DFW,1845,1
4,26,7,NK,DFW,1845,1
4,26,7,AA,DFW,1845,1
4,26,7,MQ,DFW,1900,1
4,26,7,EV,DFW,1900,1
4,26,7,WN,DAL,1900,1
4,26,7,AA,DFW,1900,1
4,26,7,EV,EYW,1915,1
4,26,7,EV,DFW,1915,1
4,26,7,AA,DFW,1915,1
4,26,7,AA,DFW,1915,1
4,26,7,EV,DFW,1915,1
4,26,7,AA,DFW,1915,1
4,26,7,AA,DFW,1915,1
4,26,7,AA,DFW,1930,1
4,26,7,WN,DAL,2000,1
4,26,7,OO,DFW,2000,1
4,26,7,AA,DFW,2000,1
4,26,7,NK,DFW,2015,1
4,26,7,AA,DFW,2015,1
4,26,7,NK,DFW,2015,1
4,26,7,AA,DFW,2015,1
4,26,7,AA,DAY,2030,1
4,26,7,AA,SNA,2115,1
4,27,1,AA,DFW,600,1
4,27,1,EV,DFW,600,1
4,27,1,EV,IAH,615,1
4,27,1,AA,MCO,700,1
4,27,1,WN,MSY,730,1
4,27,1,EV,LFT,745,1
4,27,1,NK,MSY,815,1
4,27,1,WN,MSY,830,1
4,27,1,AA,DFW,830,1
4,27,1,EV,BTR,845,1
4,27,1,DL,MSY,845,1
4,27,1,WN,MSY,845,1
4,27,1,EV,MSY,845,1
4,27,1,UA,MSY,900,1
4,27,1,AA,MSY,900,1
4,27,1,UA,SNA,900,1
4,27,1,US,MSY,915,1
4,27,1,DL,MSY,1000,1
4,27,1,WN,MSY,1000,1
4,27,1,WN,MSY,1015,1
4,27,1,EV,GPT,1015,1
4,27,1,WN,MSY,1030,1
4,27,1,DL,MSY,1100,1
4,27,1,WN,MSY,1100,1
4,27,1,WN,MSY,1130,1
4,27,1,DL,SNA,1130,1
4,27,1,AA,DFW,1145,1
4,27,1,AA,DFW,1200,1
4,27,1,WN,MSY,1400,1
4,27,1,B6,JFK,1415,1
4,27,1,AA,DFW,1445,1
4,27,1,WN,MSY,1515,1
4,27,1,OO,DFW,1515,1
4,27,1,WN,MSY,1515,1
4,27,1,WN,MSY,1530,1
4,27,1,WN,FLL,1530,1
4,27,1,B6,FLL,1530,1
4,27,1,MQ,DFW,1530,1
4,27,1,UA,FLL,1545,1
4,27,1,AA,DFW,1600,1
4,27,1,AA,DFW,1615,1
4,27,1,WN,MSY,1630,1
4,27,1,B6,SJC,1715,1
4,27,1,WN,MSY,1730,1
4,27,1,EV,LFT,1745,1
4,27,1,WN,MSY,1745,1
4,27,1,WN,MSY,1815,1
4,27,1,WN,MSY,1815,1
4,27,1,MQ,DFW,1845,1
4,27,1,EV,DFW,1900,1
4,27,1,WN,MSY,1900,1
4,27,1,WN,MSY,1930,1
4,27,1,EV,MOB,1945,1
4,28,2,WN,BWI,530,1
4,28,2,WN,BWI,530,1
4,28,2,WN,BWI,530,1
4,28,2,WN,BWI,530,1
4,28,2,AS,KTN,715,1
4,28,2,AS,KTN,800,1
4,28,2,DL,PBI,800,1
4,28,2,AA,RSW,900,1
4,28,2,F9,RSW,1045,1
4,28,2,AS,PSG,1100,1
4,28,2,US,PHL,1100,1
4,28,2,UA,PBI,1130,1
4,28,2,AA,FLL,1200,1
4,28,2,EV,PWM,1245,1
4,28,2,WN,PHL,1415,1
4,28,2,EV,IAH,1530,1
4,28,2,OO,SNA,1630,1
4,28,2,OO,SJC,1630,1
4,28,2,EV,MOB,1700,1
4,28,2,B6,LAX,1845,1
4,28,2,F9,ORD,1915,1
4,29,3,WN,BWI,600,1
4,29,3,UA,BWI,900,1
4,29,3,EV,EWR,1045,1
4,29,3,WN,MDW,1130,1
4,29,3,OO,SFO,1515,1
4,29,3,AA,LGA,1600,1
4,29,3,EV,XNA,1630,1
4,29,3,WN,LAX,1715,1
4,29,3,EV,LGA,1730,1
4,29,3,DL,LGA,1745,1
4,29,3,DL,SJC,1915,1
4,29,3,OO,ORD,2015,1
4,30,4,EV,CHO,1030,1
4,30,4,OO,RDM,1115,1
4,30,4,DL,DCA,1215,1
4,30,4,WN,PNS,1245,1
4,30,4,WN,DCA,1245,1
4,30,4,DL,DCA,1300,1
4,30,4,DL,DCA,1300,1
4,30,4,WN,DCA,1400,1
4,30,4,EV,IAH,1415,1
4,30,4,UA,SAN,1430,1
4,30,4,MQ,DTW,1430,1
4,30,4,EV,MSN,1515,1
4,30,4,WN,RDU,1645,1
4,30,4,WN,RDU,1645,1
4,30,4,B6,BWI,1700,1
4,30,4,EV,ATL,1715,1
4,30,4,DL,LGA,1830,1
4,30,4,OO,DFW,1900,1
5,1,5,AA,OGG,900,1
5,1,5,UA,OGG,930,1
5,1,5,AS,OGG,1015,1
5,1,5,HA,OGG,1030,1
5,1,5,HA,OGG,1030,1
5,1,5,HA,OAK,1115,1
5,1,5,HA,OGG,1145,1
5,1,5,UA,LAS,1230,1
5,1,5,AA,DFW,1230,1
5,1,5,WN,DEN,1300,1
5,1,5,OO,DEN,1315,1
5,1,5,WN,DEN,1315,1
5,1,5,AS,BLI,1400,1
5,1,5,UA,DEN,1400,1
5,1,5,UA,DEN,1500,1
5,1,5,OO,FSD,1545,1
5,1,5,EV,MEM,1745,1
5,1,5,UA,PHL,1800,1
5,1,5,WN,SMF,1830,1
5,1,5,WN,LAS,1915,1
5,1,5,MQ,ORD,1915,1
5,1,5,B6,PHX,2000,1
5,2,6,OO,HIB,600,1
5,2,6,WN,DEN,615,1
5,2,6,WN,BWI,645,1
5,2,6,DL,ATL,715,1
5,2,6,WN,SJC,945,1
5,2,6,DL,HNL,1030,1
5,2,6,WN,BDL,1230,1
5,2,6,WN,DEN,1230,1
5,2,6,WN,DEN,1230,1
5,2,6,WN,DEN,1245,1
5,2,6,WN,DEN,1245,1
5,2,6,WN,DEN,1300,1
5,2,6,UA,DEN,1315,1
5,2,6,OO,DEN,1415,1
5,2,6,WN,BWI,1415,1
5,2,6,WN,DEN,1415,1
5,2,6,WN,DEN,1415,1
5,2,6,AA,DEN,1430,1
5,2,6,UA,DEN,1430,1
5,2,6,AS,OAK,1445,1
5,2,6,B6,ORD,1515,1
5,2,6,WN,BWI,1645,1
5,2,6,EV,LBB,1745,1
5,2,6,EV,GRK,1915,1
5,2,6,WN,MCO,1930,1
5,2,6,MQ,CID,2000,1
5,3,7,OO,SEA,600,1
5,3,7,WN,EWR,830,1
5,3,7,DL,MSP,1130,1
5,3,7,EV,LEX,1200,1
5,3,7,US,PHL,1230,1
5,3,7,WN,BWI,1330,1
5,3,7,AS,SEA,1400,1
5,3,7,UA,SFO,1415,1
5,3,7,US,PHL,1445,1
5,3,7,B6,PWM,1615,1
5,3,7,AA,DFW,1845,1
5,3,7,DL,PIT,1930,1
5,3,7,MQ,ALO,2015,1
5,4,1,AA,DCA,800,1
5,4,1,DL,DFW,830,1
5,4,1,WN,LAX,915,1
5,4,1,AA,STL,1015,1
5,4,1,B6,BOS,1030,1
5,4,1,WN,MCI,1230,1
5,4,1,OO,ORD,1330,1
5,4,1,B6,MSY,1345,1
5,4,1,DL,DTW,1345,1
5,4,1,US,PHL,1445,1
5,4,1,MQ,MHK,1530,1
5,4,1,EV,SGF,1700,1
5,4,1,WN,MCI,2000,1
5,4,1,F9,LAS,2100,1
5,5,2,F9,IAD,15,1
5,5,2,EV,ROC,700,1
5,5,2,WN,TPA,730,1
5,5,2,WN,AUS,830,1
5,5,2,OO,PSP,945,1
5,5,2,OO,RAP,1130,1
5,5,2,MQ,ORD,1200,1
5,5,2,UA,MCO,1230,1
5,5,2,UA,SFO,1445,1
5,5,2,UA,AUS,1715,1
5,5,2,AA,AUS,1730,1
5,5,2,UA,PDX,1745,1
5,5,2,WN,AUS,1745,1
5,5,2,EV,AMA,1745,1
5,5,2,DL,AUS,1930,1
5,5,2,WN,MCI,1930,1
5,5,2,EV,MCI,1945,1
5,5,2,AA,MCI,2000,1
5,5,2,AA,AUS,2000,1
5,5,2,EV,MCI,2000,1
5,5,2,OO,OKC,2000,1
5,5,2,AA,AUS,2015,1
5,5,2,WN,AUS,2045,1
5,6,3,AA,DFW,545,1
5,6,3,OO,JMS,545,1
5,6,3,WN,MDW,600,1
5,6,3,EV,CLE,600,1
5,6,3,OO,ORD,615,1
5,6,3,WN,MDW,615,1
5,6,3,WN,MDW,630,1
5,6,3,WN,MDW,630,1
5,6,3,WN,MDW,700,1
5,6,3,OO,JMS,700,1
5,6,3,WN,MDW,715,1
5,6,3,WN,MDW,730,1
5,6,3,UA,MCO,730,1
5,6,3,UA,DFW,800,1
5,6,3,DL,LAS,815,1
5,6,3,WN,MDW,845,1
5,6,3,AA,SJC,900,1
5,6,3,WN,MDW,915,1
5,6,3,B6,SAN,930,1
5,6,3,WN,MDW,930,1
5,6,3,WN,MDW,1015,1
5,6,3,F9,DCA,1100,1
5,6,3,WN,MSY,1200,1
5,6,3,WN,OKC,1315,1
5,6,3,WN,DCA,1330,1
5,6,3,WN,DCA,1400,1
5,6,3,OO,IDA,1515,1
5,6,3,WN,MKE,1530,1
5,6,3,WN,OKC,1545,1
5,6,3,EV,ICT,1600,1
5,6,3,MQ,ICT,1600,1
5,6,3,EV,ICT,1600,1
5,6,3,DL,OKC,1615,1
5,6,3,AS,SEA,1615,1
5,6,3,WN,OKC,1700,1
5,6,3,WN,OKC,1700,1
5,6,3,OO,MKE,1715,1
5,6,3,WN,OKC,1745,1
5,6,3,WN,MKE,1745,1
5,6,3,WN,MKE,1745,1
5,6,3,MQ,DRO,1815,1
5,6,3,WN,MKE,1815,1
5,6,3,US,OMA,1845,1
5,6,3,EV,OKC,1945,1
5,6,3,EV,LNK,1945,1
5,6,3,UA,DSM,2000,1
5,6,3,EV,LNK,2000,1
5,6,3,WN,MKE,2015,1
5,6,3,WN,MKE,2030,1
5,6,3,EV,LNK,2245,1
5,7,4,UA,IAH,545,1
5,7,4,UA,DEN,545,1
5,7,4,EV,MCI,900,1
5,7,4,UA,MCI,915,1
5,7,4,EV,CVG,1030,1
5,7,4,UA,IAH,1215,1
5,7,4,UA,LGA,1300,1
5,7,4,OO,DEN,1315,1
5,7,4,EV,IAH,1400,1
5,7,4,OO,PIA,1430,1
5,7,4,AA,MIA,1445,1
5,7,4,DL,LGA,1500,1
5,7,4,US,PHL,1500,1
5,7,4,UA,DEN,1545,1
5,7,4,B6,JFK,1545,1
5,7,4,AA,MIA,1600,1
5,7,4,OO,PSP,1600,1
5,7,4,OO,PSP,1630,1
5,7,4,UA,DFW,1700,1
5,7,4,WN,OKC,1700,1
5,7,4,NK,DFW,1730,1
5,7,4,WN,OKC,1745,1
5,7,4,AA,SNA,1845,1
5,7,4,NK,DFW,1845,1
5,7,4,AA,DFW,1915,1
5,7,4,EV,FAR,1915,1
5,7,4,UA,DFW,1915,1
5,7,4,AA,DFW,1945,1
5,7,4,UA,DFW,1945,1
5,7,4,WN,DAL,2000,1
5,7,4,NK,DFW,2015,1
5,7,4,AA,DFW,2015,1
5,7,4,AA,DFW,2015,1
5,7,4,US,SNA,2015,1
5,7,4,US,DFW,2015,1
5,7,4,AA,DFW,2015,1
5,7,4,NK,DFW,2015,1
5,7,4,AA,MSP,2030,1
5,7,4,DL,DFW,2030,1
5,7,4,WN,DAL,2030,1
5,7,4,B6,JFK,2100,1
5,7,4,UA,CLE,2100,1
5,7,4,DL,DAL,2100,1
5,7,4,B6,JFK,2115,1
5,7,4,DL,JFK,2115,1
5,7,4,US,JFK,2130,1
5,7,4,DL,LGA,2145,1
5,7,4,B6,JFK,2145,1
5,7,4,B6,JFK,2145,1
5,7,4,UA,JFK,2145,1
5,7,4,AA,JFK,2200,1
5,7,4,US,JFK,2215,1
5,7,4,DL,JFK,2215,1
5,7,4,DL,JFK,2215,1
5,7,4,US,PHL,2230,1
5,8,5,DL,JFK,30,1
5,8,5,DL,LGA,600,1
5,8,5,UA,PDX,900,1
5,8,5,EV,SGF,930,1
5,8,5,EV,VLD,1030,1
5,8,5,UA,AUS,1045,1
5,8,5,UA,ORD,1100,1
5,8,5,AA,ORD,1100,1
5,8,5,AA,ORD,1115,1
5,8,5,AA,ORD,1115,1
5,8,5,AA,ORD,1115,1
5,8,5,F9,ORD,1115,1
5,8,5,OO,HIB,1115,1
5,8,5,DL,MSP,1115,1
5,8,5,WN,MDW,1145,1
5,8,5,WN,DEN,1215,1
5,8,5,WN,MDW,1215,1
5,8,5,OO,ATL,1230,1
5,8,5,WN,LGA,1230,1
5,8,5,UA,ORD,1300,1
5,8,5,OO,ORD,1300,1
5,8,5,WN,OKC,1315,1
5,8,5,UA,DEN,1315,1
5,8,5,OO,AUS,1330,1
5,8,5,DL,ORD,1345,1
5,8,5,AA,ORD,1345,1
5,8,5,OO,OKC,1400,1
5,8,5,AA,ORD,1415,1
5,8,5,MQ,ORD,1430,1
5,8,5,MQ,ORD,1430,1
5,8,5,OO,ORD,1430,1
5,8,5,MQ,ORD,1430,1
5,8,5,EV,GRK,1445,1
5,8,5,EV,ORD,1500,1
5,8,5,MQ,ORD,1500,1
5,8,5,DL,ORD,1500,1
5,8,5,EV,ORD,1500,1
5,8,5,EV,ORD,1500,1
5,8,5,MQ,ORD,1515,1
5,8,5,EV,GRK,1515,1
5,8,5,OO,ORD,1515,1
5,8,5,AA,OKC,1515,1
5,8,5,WN,MDW,1545,1
5,8,5,MQ,ORD,1545,1
5,8,5,MQ,ORD,1600,1
5,8,5,UA,OKC,1600,1
5,8,5,EV,ORD,1630,1
5,8,5,UA,ORD,1645,1
5,8,5,EV,GSP,1645,1
5,8,5,WN,OKC,1700,1
5,8,5,WN,OKC,1745,1
5,8,5,EV,DFW,1800,1
5,8,5,AA,ORF,1830,1
5,8,5,EV,SDF,1845,1
5,8,5,NK,FLL,1845,1
5,8,5,WN,MDW,1900,1
5,8,5,US,PHL,1930,1
5,8,5,AA,SNA,2015,1
5,8,5,OO,SNA,2030,1
5,8,5,AA,LGA,2045,1
5,8,5,AA,LBB,2145,1
5,8,5,WN,ORF,2145,1
5,9,6,AA,DFW,600,1
5,9,6,AA,DFW,615,1
5,9,6,AA,DFW,615,1
5,9,6,AA,DFW,630,1
5,9,6,AA,LGA,700,1
5,9,6,AS,OGG,700,1
5,9,6,EV,ORD,715,1
5,9,6,MQ,DFW,745,1
5,9,6,UA,DEN,745,1
5,9,6,MQ,DFW,745,1
5,9,6,AA,DFW,800,1
5,9,6,MQ,DFW,800,1
5,9,6,AA,DFW,800,1
5,9,6,AA,DFW,800,1
5,9,6,UA,DEN,815,1
5,9,6,MQ,DFW,830,1
5,9,6,DL,DFW,845,1
5,9,6,OO,GJT,845,1
5,9,6,AA,DFW,915,1
5,9,6,EV,DFW,930,1
5,9,6,AA,DFW,945,1
5,9,6,AA,DFW,945,1
5,9,6,OO,DFW,1000,1
5,9,6,AA,DFW,1015,1
5,9,6,OO,SLC,1015,1
5,9,6,AA,DFW,1015,1
5,9,6,MQ,DFW,1030,1
5,9,6,MQ,DFW,1030,1
5,9,6,MQ,DFW,1045,1
5,9,6,AA,DFW,1115,1
5,9,6,AA,DFW,1130,1
5,9,6,AA,LGA,1130,1
5,9,6,DL,LGA,1145,1
5,9,6,AA,DFW,1215,1
5,9,6,WN,TPA,1230,1
5,9,6,US,LGA,1315,1
5,9,6,OO,COS,1400,1
5,9,6,US,CLT,1430,1
5,9,6,AA,DFW,1545,1
5,9,6,US,CLT,1645,1
5,9,6,MQ,SPS,1700,1
5,9,6,F9,STL,1715,1
5,9,6,AA,DFW,1900,1
5,9,6,OO,RKS,1915,1
5,9,6,AA,LAX,2015,1
5,9,6,US,LGA,2015,1
5,9,6,B6,HPN,2045,1
5,9,6,NK,ACY,2115,1
5,9,6,DL,ATL,2230,1
5,10,7,AA,DFW,15,1
5,10,7,AA,DFW,500,1
5,10,7,AA,DFW,500,1
5,10,7,MQ,DFW,500,1
5,10,7,AA,DFW,515,1
5,10,7,AA,DFW,530,1
5,10,7,AA,DFW,530,1
5,10,7,AA,DFW,530,1
5,10,7,AA,DFW,530,1
5,10,7,AA,DFW,530,1
5,10,7,MQ,DFW,530,1
5,10,7,AA,DFW,545,1
5,10,7,AA,DFW,545,1
5,10,7,AA,DFW,545,1
5,10,7,EV,DFW,545,1
5,10,7,AA,DFW,545,1
5,10,7,AA,DFW,600,1
5,10,7,AA,DFW,600,1
5,10,7,AA,DFW,600,1
